species_common_name,species_scientific_name,species_slug,species_rank,sample_index,audio_event_id,recording_id,score,quality_score,diel_bin,season,sample_local_date,event_start_s,event_end_s,pre_buffer_s,post_buffer_s,crop_full_duration_s,sample_low_hz,sample_high_hz,review_verdict,item_dir,crop_full_wav,crop_bandpass_wav,mel_full_png,mel_bandpass_png,metadata_json,review_json,source_audio_resolved,source_resolution_kind,listen_url,library_url
Australian Raven,Corvus coronoides,australian_raven,8,11,16845351,1401578,0.996700,0.996700,dawn,spring,2023-10-27,5625.0000,5628.0000,0.25,0.35,3.5643,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/011_audioevent_16845351,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/011_audioevent_16845351/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/011_audioevent_16845351/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/011_audioevent_16845351/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/011_audioevent_16845351/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/011_audioevent_16845351/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/011_audioevent_16845351/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/012_audioevent_16845351/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1401578?start=5610&end=5640,https://data.acousticobservatory.org/library/1401578/audio_events/16845351
Australian Raven,Corvus coronoides,australian_raven,8,12,11494309,216019,0.996500,0.996500,dawn,summer,2020-02-25,420.0000,426.0000,0.25,0.35,6.5712,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/012_audioevent_11494309,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/012_audioevent_11494309/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/012_audioevent_11494309/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/012_audioevent_11494309/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/012_audioevent_11494309/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/012_audioevent_11494309/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/012_audioevent_11494309/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/013_audioevent_11494309/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/216019?start=420&end=450,https://data.acousticobservatory.org/library/216019/audio_events/11494309
Australian Raven,Corvus coronoides,australian_raven,8,13,18314833,214495,0.996300,0.996300,dawn,spring,2019-10-21,7191.0000,7194.0000,0.25,0.35,3.5759,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/013_audioevent_18314833,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/013_audioevent_18314833/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/013_audioevent_18314833/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/013_audioevent_18314833/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/013_audioevent_18314833/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/013_audioevent_18314833/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/013_audioevent_18314833/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/015_audioevent_18314833/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/214495?start=7170&end=7200,https://data.acousticobservatory.org/library/214495/audio_events/18314833
Australian Raven,Corvus coronoides,australian_raven,8,14,10290932,215537,0.996200,0.996200,dawn,summer,2020-01-16,3108.0000,3111.0000,0.25,0.35,3.5875,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/014_audioevent_10290932,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/014_audioevent_10290932/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/014_audioevent_10290932/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/014_audioevent_10290932/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/014_audioevent_10290932/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/014_audioevent_10290932/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/014_audioevent_10290932/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/016_audioevent_10290932/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/215537?start=3090&end=3120,https://data.acousticobservatory.org/library/215537/audio_events/10290932
Australian Raven,Corvus coronoides,australian_raven,8,15,12846058,216497,0.996200,0.996200,night,autumn,2020-04-06,1104.0000,1107.0000,0.25,0.35,3.5991,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/015_audioevent_12846058,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/015_audioevent_12846058/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/015_audioevent_12846058/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/015_audioevent_12846058/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/015_audioevent_12846058/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/015_audioevent_12846058/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/015_audioevent_12846058/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/017_audioevent_12846058/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/216497?start=1080&end=1110,https://data.acousticobservatory.org/library/216497/audio_events/12846058
Australian Raven,Corvus coronoides,australian_raven,8,16,5197460,216522,0.995900,0.995900,morning,autumn,2020-04-09,4620.0000,4623.0000,0.25,0.35,3.5875,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/016_audioevent_5197460,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/016_audioevent_5197460/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/016_audioevent_5197460/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/016_audioevent_5197460/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/016_audioevent_5197460/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/016_audioevent_5197460/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/016_audioevent_5197460/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/018_audioevent_5197460/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/216522?start=4620&end=4650,https://data.acousticobservatory.org/library/216522/audio_events/5197460
Australian Raven,Corvus coronoides,australian_raven,8,17,13348935,1677448,0.995700,0.995700,morning,spring,2024-10-13,3261.0000,3264.0000,0.25,0.35,3.5643,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/017_audioevent_13348935,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/017_audioevent_13348935/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/017_audioevent_13348935/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/017_audioevent_13348935/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/017_audioevent_13348935/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/017_audioevent_13348935/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/017_audioevent_13348935/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/019_audioevent_13348935/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1677448?start=3240&end=3270,https://data.acousticobservatory.org/library/1677448/audio_events/13348935
Australian Raven,Corvus coronoides,australian_raven,8,18,10233915,215374,0.995700,0.995700,dawn,summer,2020-01-02,3945.0000,3948.0000,0.25,0.35,3.5759,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/018_audioevent_10233915,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/018_audioevent_10233915/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/018_audioevent_10233915/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/018_audioevent_10233915/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/018_audioevent_10233915/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/018_audioevent_10233915/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/018_audioevent_10233915/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/020_audioevent_10233915/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/215374?start=3930&end=3960,https://data.acousticobservatory.org/library/215374/audio_events/10233915
Australian Raven,Corvus coronoides,australian_raven,8,19,5902082,1403159,0.995600,0.995600,dawn,autumn,2024-03-13,6399.0000,6402.0000,0.25,0.35,3.5759,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/019_audioevent_5902082,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/019_audioevent_5902082/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/019_audioevent_5902082/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/019_audioevent_5902082/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/019_audioevent_5902082/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/019_audioevent_5902082/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/019_audioevent_5902082/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/021_audioevent_5902082/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1403159?start=6390&end=6420,https://data.acousticobservatory.org/library/1403159/audio_events/5902082
Australian Raven,Corvus coronoides,australian_raven,8,20,17335543,1535386,0.995600,0.995600,morning,spring,2024-09-16,6996.0000,6999.0000,0.25,0.35,3.5759,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/020_audioevent_17335543,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/020_audioevent_17335543/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/020_audioevent_17335543/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/020_audioevent_17335543/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/020_audioevent_17335543/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/020_audioevent_17335543/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/020_audioevent_17335543/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/022_audioevent_17335543/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1535386?start=6990&end=7020,https://data.acousticobservatory.org/library/1535386/audio_events/17335543
Australian Raven,Corvus coronoides,australian_raven,8,21,7247654,5321,0.995600,0.995600,dawn,winter,2019-08-21,1890.0000,1896.0000,0.25,0.35,6.5712,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/021_audioevent_7247654,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/021_audioevent_7247654/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/021_audioevent_7247654/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/021_audioevent_7247654/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/021_audioevent_7247654/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/021_audioevent_7247654/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/021_audioevent_7247654/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/023_audioevent_7247654/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/5321?start=1890&end=1920,https://data.acousticobservatory.org/library/5321/audio_events/7247654
Australian Raven,Corvus coronoides,australian_raven,8,22,13348933,1677448,0.995500,0.995500,morning,spring,2024-10-13,3192.0000,3195.0000,0.25,0.35,3.5759,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/022_audioevent_13348933,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/022_audioevent_13348933/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/022_audioevent_13348933/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/022_audioevent_13348933/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/022_audioevent_13348933/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/022_audioevent_13348933/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/022_audioevent_13348933/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/024_audioevent_13348933/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1677448?start=3180&end=3210,https://data.acousticobservatory.org/library/1677448/audio_events/13348933
Australian Raven,Corvus coronoides,australian_raven,8,23,16845348,1401578,0.995300,0.995300,dawn,spring,2023-10-27,5598.0000,5601.0000,0.25,0.35,3.5759,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/023_audioevent_16845348,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/023_audioevent_16845348/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/023_audioevent_16845348/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/023_audioevent_16845348/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/023_audioevent_16845348/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/023_audioevent_16845348/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/023_audioevent_16845348/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/025_audioevent_16845348/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/1401578?start=5580&end=5610,https://data.acousticobservatory.org/library/1401578/audio_events/16845348
Australian Raven,Corvus coronoides,australian_raven,8,24,18314832,214495,0.995300,0.995300,dawn,spring,2019-10-21,7185.0000,7188.0000,0.25,0.35,3.5759,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/024_audioevent_18314832,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/024_audioevent_18314832/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/024_audioevent_18314832/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/024_audioevent_18314832/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/024_audioevent_18314832/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/024_audioevent_18314832/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/024_audioevent_18314832/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/026_audioevent_18314832/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/214495?start=7170&end=7200,https://data.acousticobservatory.org/library/214495/audio_events/18314832
Australian Raven,Corvus coronoides,australian_raven,8,25,10290912,215537,0.995100,0.995100,dawn,summer,2020-01-16,1779.0000,1785.0000,0.25,0.35,6.5829,300,3500,Pass,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/025_audioevent_10290912,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/025_audioevent_10290912/crop_full.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/025_audioevent_10290912/crop_bandpass.wav,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/025_audioevent_10290912/mel_full.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/025_audioevent_10290912/mel_bandpass.png,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/025_audioevent_10290912/metadata.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2_s3reuse/australian_raven/samples/025_audioevent_10290912/review.json,acoustic_ai/layers/layer_c/attempts/burger__mvp_2__retrieval_v2_library/data/media_asset_bank/review_package_full_v2/australian_raven/samples/027_audioevent_10290912/downloaded_source.webm,s3_downloaded_clip,https://data.acousticobservatory.org/listen/215537?start=1770&end=1800,https://data.acousticobservatory.org/library/215537/audio_events/10290912
