frequency_hz,mean_psd_db,std_psd_db
2465.5517578125,-67.26680755615234,9.596139907836914
2476.318359375,-67.30062866210938,9.51785945892334
2487.0849609375,-67.2825698852539,9.534768104553223
2497.8515625,-67.32894897460938,9.610201835632324
2508.6181640625,-67.36122131347656,9.566115379333496
2519.384765625,-67.2672119140625,9.58620548248291
2530.1513671875,-67.213134765625,9.617657661437988
2540.91796875,-67.2520751953125,9.72586441040039
2551.6845703125,-67.2493667602539,9.829212188720703
2562.451171875,-67.27201080322266,9.87833309173584
2573.2177734375,-67.21619415283203,9.825057983398438
2583.984375,-67.25007629394531,9.737744331359863
2594.7509765625,-67.33617401123047,9.701698303222656
2605.517578125,-67.3008041381836,9.725966453552246
2616.2841796875,-67.30476379394531,9.681906700134277
2627.05078125,-67.24396514892578,9.635087013244629
2637.8173828125,-67.18761444091797,9.602294921875
2648.583984375,-67.22782897949219,9.542073249816895
2659.3505859375,-67.25638580322266,9.503007888793945
2670.1171875,-67.32340240478516,9.55602741241455
2680.8837890625,-67.39861297607422,9.460702896118164
2691.650390625,-67.43753814697266,9.36912727355957
2702.4169921875,-67.36305236816406,9.363492012023926
2713.18359375,-67.29962158203125,9.39199447631836
2723.9501953125,-67.22393035888672,9.491568565368652
2734.716796875,-67.21968078613281,9.423832893371582
2745.4833984375,-67.24920654296875,9.527070999145508
2756.25,-67.19583129882812,9.609758377075195
2767.0166015625,-67.1419677734375,9.592981338500977
2777.783203125,-67.08780670166016,9.5433349609375
2788.5498046875,-67.00985717773438,9.490923881530762
2799.31640625,-66.94872283935547,9.601712226867676
2810.0830078125,-66.99693298339844,9.685941696166992
2820.849609375,-66.96080017089844,9.728492736816406
2831.6162109375,-66.9895248413086,9.761627197265625
2842.3828125,-67.03047180175781,9.71649169921875
2853.1494140625,-67.04290771484375,9.750749588012695
2863.916015625,-67.1354751586914,9.71290397644043
2874.6826171875,-67.2651138305664,9.686505317687988
2885.44921875,-67.23345947265625,9.737473487854004
2896.2158203125,-67.26215362548828,9.684996604919434
2906.982421875,-67.3589859008789,9.633028030395508
2917.7490234375,-67.45381164550781,9.578714370727539
2928.515625,-67.57749938964844,9.574771881103516
2939.2822265625,-67.65178680419922,9.534440040588379
2950.048828125,-67.78451538085938,9.452868461608887
2960.8154296875,-67.9456558227539,9.457832336425781
2971.58203125,-67.98733520507812,9.429192543029785
2982.3486328125,-68.07528686523438,9.448970794677734
2993.115234375,-68.0966796875,9.42531967163086
3003.8818359375,-68.09323120117188,9.409384727478027
3014.6484375,-68.08858489990234,9.42789363861084
3025.4150390625,-68.0943603515625,9.469610214233398
3036.181640625,-68.10714721679688,9.524819374084473
3046.9482421875,-68.06703186035156,9.52831745147705
3057.71484375,-68.12339782714844,9.544590950012207
3068.4814453125,-68.21841430664062,9.536117553710938
3079.248046875,-68.19901275634766,9.493805885314941
3090.0146484375,-68.2394027709961,9.42520523071289
3100.78125,-68.16216278076172,9.358159065246582
3111.5478515625,-68.15267944335938,9.425490379333496
3122.314453125,-68.20881652832031,9.482196807861328
3133.0810546875,-68.18647003173828,9.508651733398438
3143.84765625,-68.12744903564453,9.58145523071289
3154.6142578125,-68.05582427978516,9.574138641357422
3165.380859375,-68.02058410644531,9.51811695098877
3176.1474609375,-68.0080337524414,9.535299301147461
3186.9140625,-67.98038482666016,9.643519401550293
3197.6806640625,-67.9103775024414,9.692996978759766
3208.447265625,-67.8917465209961,9.683001518249512
3219.2138671875,-67.84105682373047,9.743647575378418
3229.98046875,-67.80359649658203,9.646100044250488
3240.7470703125,-67.8279037475586,9.603777885437012
3251.513671875,-67.95745086669922,9.595396995544434
3262.2802734375,-68.00373840332031,9.525975227355957
3273.046875,-68.12423706054688,9.489896774291992
3283.8134765625,-68.08815002441406,9.450340270996094
3294.580078125,-67.98577117919922,9.412216186523438
3305.3466796875,-67.94901275634766,9.436198234558105
3316.11328125,-67.8833236694336,9.352953910827637
3326.8798828125,-67.8882827758789,9.391058921813965
3337.646484375,-67.84904479980469,9.490530014038086
3348.4130859375,-67.83246612548828,9.552825927734375
